reported_date_time,reported_date_time_utc,posted_date,city,state,country_code,shape,reported_duration,duration_seconds,Summary,has_images,day_part
1980-07-31T00:30:00Z,31/07/1980 00:30,16/02/2000,Henrietta,NY,US,other,10 seconds,10,"It was a long time ago, but the memmory is still clear. My brother and I were star gazing and saw what appeared to be a LARGE vehicle t",FALSE,afternoon
1975-08-16T04:00:00Z,16/08/1975 04:00,11/01/2002,Terre Haute,IN,US,circle,1-3 min.,180,Smoke ring type cloud seen moving rapidly north,FALSE,night
1979-10-15T20:30:00Z,15/10/1979 20:30,12/06/2007,Ellwood City,PA,US,unknown,15min,900,What ever it was it knew I was their,FALSE,afternoon
1994-03-15T08:30:00Z,15/03/1994 08:30,19/03/2002,Clovis,CA,US,light,5 minutes,300,Beam of Light near Strawberry Field,FALSE,night
1979-08-25T16:36:00Z,25/08/1979 16:36,20/12/2000,Cass City,MI,US,disk,5minutes,300,It happened out in the middle of nowhere and it lasted only five minutes.,FALSE,morning
1981-09-16T00:30:00Z,16/09/1981 00:30,26/11/2003,Star Junction,PA,US,circle,30 minutes,1800,Crafts seen by many in PA media covers,FALSE,nautical dusk
1986-06-25T10:15:00Z,25/06/1986 10:15,18/02/2011,Shelton,WA,US,orb,one hour,86400,Gigantic Kingdome shaped craft with orb over front yard,FALSE,NA
1987-01-30T06:00:00Z,30/01/1987 06:00,15/05/2006,Las Vegas,NV,US,disk,3 hrs.,259200,"TWO UFO'S SPEND NIGHT ON MOUNTAIN, SEEN THE NEXT DAY IN PLAIN DAYLIGHT",FALSE,night
1986-07-06T01:00:00Z,06/07/1986 01:00,04/11/2002,Bayside,NY,US,diamond,5min.,300,"Dimond shape, with what appeared to be a ball located in the center of the ships underbelly.",FALSE,nautical dusk
1980-12-31T04:30:00Z,31/12/1980 04:30,31/10/2003,Chicopee,MA,US,diamond,5 minutes,300,Black diamond with green lights lands on porch roof,FALSE,night
1982-06-11T01:30:00Z,11/06/1982 01:30,26/04/1999,Greensboro,NC,US,sphere,10 minutes +/-,600,Observed objects passing along the banks of city reservoir,FALSE,nautical dusk
1994-06-01T12:30:00Z,01/06/1994 12:30,06/11/2014,Carson City,NV,US,other,5 seconds,5,I am still blown away to this day that nothing was ever reported about this event. My coworker and I were at the gas station early in t,FALSE,civil dawn
1979-07-05T03:00:00Z,05/07/1979 03:00,16/04/2005,Syracuse,NY,US,light,30min.,1800,3 LIGHTS IN THE SKY FORM A TRIANGLE,FALSE,night
1981-01-16T04:00:00Z,16/01/1981 04:00,07/08/2011,Long Beach,CA,US,triangle,10-15 sec,15,5 dull red lights in V formation cruising over the coast of Long Beach,FALSE,night
1976-06-01T21:00:00Z,01/06/1976 21:00,28/08/2003,Cascais,Lisbon,PT,triangle,2 secs,2,"20 years ago my father saw 3 triangular shaped objects ""dancing"" in the sky above him.",FALSE,nautical dusk
1976-11-16T01:00:00Z,16/11/1976 01:00,05/02/2003,Cambridge,ON,CA,formation,15 mins,900,"Nov. 1976, straight line of 7 or 8 red balls travelling northward, absolutely silent, moving up and down, changing positions",FALSE,night
1987-05-20T07:00:00Z,20/05/1987 07:00,30/10/2006,Galveston,TX,US,changing,1-2hours,7200,"i wrote to this site about 1 year ago and did not get a response from you.

when i was 10 years old my mom called me and my brother a",FALSE,night
1978-07-07T16:00:00Z,07/07/1978 16:00,14/02/2006,New Albany,IN,US,other,30mins,1800,"In broad day light, it was as big as three aircraft carriers, but as silent as air. Moving very slowly theough the air. at the front th",FALSE,morning
1981-07-04T02:30:00Z,04/07/1981 02:30,04/07/2012,Dillonvale,OH,US,light,3 or 4 seconds,4,White light craft zips around in a five-point star pattern while checking out fireworks displays!,FALSE,astronomical dusk
1979-06-15T20:00:00Z,15/06/1979 20:00,12/01/2018,Woodstock,VT,US,other,5 minutes,300,"Aircraft carrier size, low flying, slow moving mechanical object, engine like thrumming sound, small ""running"" lights.",FALSE,afternoon
1992-04-21T16:00:00Z,21/04/1992 16:00,30/10/2006,Canberra,Australian Capital Territory,AU,cone,2 minutes,120,"cone shaped craft hovering in mid-air in Canberra, Australia",FALSE,night
1976-11-01T02:00:00Z,01/11/1976 02:00,11/03/2003,Los Angeles,CA,US,oval,5-8 minutes,480,Ufo over downtown Los Angeles witnessed by  a husband and wife,FALSE,nautical dusk
1975-06-01T06:00:00Z,01/06/1975 06:00,12/05/2010,Benton Harbor,MI,US,disk,3 hrs,259200,Glowing disk shaped object hovering in same position for hrs. at times dissapear  then soon reappearing in same place .,FALSE,night
1982-05-12T00:00:00Z,12/05/1982 00:00,14/02/2008,Piscataway,NJ,US,disk,5 mintues,300,Air Force trailed UFO in Piscataway NJ 1982.,FALSE,civil dusk
1994-11-28T03:00:00Z,28/11/1994 03:00,14/02/2008,Blanchester,OH,US,triangle,2-3 minutes,180,"triangular shaped object over SW Ohio, moving very slowly and completely silent",FALSE,night
1978-07-21T03:00:00Z,21/07/1978 03:00,30/08/1999,Pine Grove,CA,US,formation,5 min.,300,3 unknown objects overflew our house just after dark.  They were in formation.,FALSE,afternoon
1994-06-02T01:00:00Z,02/06/1994 01:00,16/12/2005,Farmington,NM,US,triangle,2 minutes,120,Triangular object seen in Farmington .,FALSE,afternoon
1980-12-10T05:00:00Z,10/12/1980 05:00,16/04/2005,Newport News,VA,US,other,1 minute,60,Hexagon shape ufo's,FALSE,night
1993-08-20T06:00:00Z,20/08/1993 06:00,11/01/2005,Goshen,OH,US,triangle,5min?,300,I was driving home from work east bound on rt.28 outside of Goshen OH when i caught sight of a group of helicopters flying in V formati,FALSE,night
1983-01-11T02:00:00Z,11/01/1983 02:00,17/01/2004,Crosby,TX,US,cylinder,< 5 min,300,Several unexplained incidents reported by family and friends in Crosby Texas during the early 80's.,FALSE,night
1981-01-13T03:00:00Z,13/01/1981 03:00,10/01/2014,West Jefferson,OH,US,triangle,1 minute,60,Red Triangle Over West Jefferson.,FALSE,night
1979-07-15T14:30:00Z,15/07/1979 14:30,25/07/2004,Clackamas,OR,US,light,2 seconds,2,Lights in the fog,FALSE,morning
1982-07-03T05:00:00Z,03/07/1982 05:00,18/06/1998,Houston,TX,US,disk,20-30 minutes,1800,Awakened by hovering disk over residential area.,FALSE,night
1994-11-16T00:00:00Z,16/11/1994 00:00,02/11/1999,Mountain City,TN,US,triangle,20 min.,1200,Computer engin. repts. seeing triangular ships over TN almost nightly.  Repts. overhearing radio commo. of  F-15  firing on UFO.,FALSE,night
1982-06-01T05:00:00Z,01/06/1982 05:00,30/10/2006,Hershey,PA,US,oval,30 seconds,30,"Sleath Blimp sighted in Pa,",FALSE,night
1988-08-16T01:30:00Z,16/08/1988 01:30,18/03/2014,Mendham,NJ,US,fireball,30 seconds,30,I saw an orange fireball pass through the woods and cross the road ahead of me,FALSE,night
1980-06-01T05:00:00Z,01/06/1980 05:00,22/01/2000,Overton,TX,US,other,10 minutes,600,"I was in house, heard noise like far away train,as sound got louder, could fell vibration in air. Went outside looked up and a low flyi",FALSE,night
1985-06-14T02:00:00Z,14/06/1985 02:00,06/03/2023,Ruston,LA,US,sphere,5-10 seconds,10,In 1985 I saw a huge sphere shaped flying object.,FALSE,nautical dusk
1988-10-15T09:00:00Z,15/10/1988 09:00,07/08/2011,Bremerton,WA,US,circle,30 minutes,1800,Circular craft approximately 500 feet in diameter clearly seen at approximately 1500 feet altitude.,FALSE,night
1978-07-08T04:30:00Z,08/07/1978 04:30,03/11/2005,Shelby,NC,US,light,5 mins,300,A bright light that turned into 2 lights and shot off in two separate directions.,FALSE,night
1978-08-20T07:00:00Z,20/08/1978 07:00,20/06/2005,La Mesa,CA,US,disk,20min,1200,I saw a Yellow light in my room I thought it was Traffic light blinking Then I jump up and looked straight at it I remember everything,FALSE,night
1986-08-02T00:00:00Z,02/08/1986 00:00,15/05/2006,Marcellus,MI,US,triangle,2 min.,120,"Aloha  I am not the person who saw this craft, my brother did.

He was coming home from work near dusk on the same day the folks saw",FALSE,afternoon
1978-03-02T03:00:00Z,02/03/1978 03:00,12/10/2001,Stoughton,MA,US,other,1 minute,60,It was the day after the Blizzard of 78 in Massachusets,FALSE,night
1993-06-15T05:00:00Z,15/06/1993 05:00,15/05/2006,Des Moines,IA,US,rectangle,five minutes,300,My diesel engine saved me?,FALSE,night
1976-02-23T17:41:00Z,23/02/1976 17:41,13/08/2015,Olympia,WA,US,unknown,5 seconds,5,White flash across the sky.,FALSE,morning
1975-07-16T04:00:00Z,16/07/1975 04:00,12/01/2012,Los Angeles,CA,US,formation,10 seconds,10,Dove Shaped Ships that Glowed Green in mid-1970s,FALSE,nautical dusk
1984-06-30T13:40:00Z,30/06/1984 13:40,31/10/2008,Adelanto,CA,US,sphere,10 min,600,Saw a flashing light that turned out to be something perfectly round floating above the ground,FALSE,morning
1993-06-15T19:00:00Z,15/06/1993 19:00,12/10/2001,Riga,Riga,LV,unknown,10 min.,600,I never belived in UFO that day I did.,FALSE,NA
1980-06-02T02:00:00Z,02/06/1980 02:00,30/01/2014,Willard,OH,US,unknown,10 minutes,600,The vertical lights that were not like any machinery made it questionable.,FALSE,astronomical dusk
1979-02-06T02:00:00Z,06/02/1979 02:00,14/12/2004,Tallmadge,OH,US,triangle,1-2mins,120,"ufo lights seen in Tallmadge, Ohio ,beginning on 2-05-79",FALSE,night
1983-12-02T01:00:00Z,02/12/1983 01:00,21/12/2017,Toronto,ON,CA,sphere,5-6 seconds,6,Saw three glowing red balls of light at night. Witnessed with my brother.,FALSE,night
1986-08-01T07:00:00Z,01/08/1986 07:00,12/12/2011,Page,AZ,US,sphere,10 minutes,600,"My Micro soft word is not responding and I do not know how to copy and paste.

 The year was 1986.  It was August. I was in Page, Ari",FALSE,night
1977-06-02T00:00:00Z,02/06/1977 00:00,05/01/2016,Brookville,OH,US,unknown,5 minutes,300,The object was dropping different colored lights out of it and towards the woods below it.,FALSE,afternoon
1985-07-06T02:30:00Z,06/07/1985 02:30,05/08/2009,Tongeren,Flanders,BE,oval,10 sec,10,UFO  (probe? ) light green glowing in my room when I woke up,FALSE,NA
1983-08-14T06:00:00Z,14/08/1983 06:00,31/10/2008,Hastings,MI,US,other,hours,18000,Rural South West Michigan,FALSE,night
1977-10-11T02:00:00Z,11/10/1977 02:00,31/01/2020,Lodi,NJ,US,sphere,30 minutes,1800,Spheres of Light in Night Sky Around October 1977,FALSE,night
1992-06-25T04:00:00Z,25/06/1992 04:00,31/07/2021,Aumsville,OR,US,triangle,8 seconds,8,Triangle low altitude slow moving.,FALSE,civil dusk
1986-06-21T00:30:00Z,21/06/1986 00:30,23/12/2002,Tucson,AZ,US,fireball,3 minutes,180,"SLOW-MOVING FIREBALL REPORTED SEEN IN TUCSON, ARIZONA IN BROAD DAYLIGHT",FALSE,afternoon
1980-01-01T02:00:00Z,01/01/1980 02:00,28/04/2017,Churchill,PA,US,cigar,10 seconds,10,Stationary silent black cigar shaped object in the winter sky.  ((NUFORC Note:  Report from an aerospace engineer.  PD)),FALSE,night
1988-07-01T03:15:00Z,01/07/1988 03:15,08/10/2007,Louisville,KY,US,circle,3 minutes,180,"UFO Sighted Thursday June 30, 1988 at about 23:15 N of Elizabethtown and S of Louiseville on I-65 close to State Park",FALSE,astronomical dusk
1980-03-15T14:00:00Z,15/03/1980 14:00,29/10/2015,Colorado Springs,CO,US,disk,5 minutes,300,Two UFOs and one floating military plane in New Mexico.,FALSE,morning
1978-08-16T00:00:00Z,16/08/1978 00:00,27/06/2019,Springfield,MA,US,rectangle,2-3 minutes,180,"Summer of '78, Springfield, MA, a display of colors on a screen hovering above us.",FALSE,civil dusk
1990-10-11T01:00:00Z,11/10/1990 01:00,08/10/2007,Ashburn,GA,US,triangle,2 minutes,120,Translucent Craft that makes No Sound While Moving,FALSE,night
1994-09-16T08:18:00Z,16/09/1994 08:18,05/12/2001,Harare,Harare,ZW,oval,approx 30 min,1800,School in rural area spots unknown craft landed in valley below with black humanoids patroling outside.,FALSE,morning
1985-05-10T12:00:00Z,10/05/1985 12:00,21/11/2010,Magna,UT,US,sphere,15 seconds,15,25' mirror ball traveling 60' up at 300 mph on a clear morning. passed about 100 feet from us .,FALSE,civil dawn
1993-06-02T03:00:00Z,02/06/1993 03:00,07/08/2007,Oceanside,CA,US,other,1 minute,60,A space shuttle like craft,FALSE,civil dusk
1987-06-02T00:30:00Z,02/06/1987 00:30,24/02/2007,Gladstone,MO,US,disk,3-4 minutes,240,Flying saucer in Gladstone,FALSE,afternoon
1975-06-02T04:00:00Z,02/06/1975 04:00,05/07/2008,Minneapolis,MN,US,triangle,4 min,240,"Large trinagular craft spotted over Mpls, MN in 1975",FALSE,night
1981-10-15T23:00:00Z,15/10/1981 23:00,28/10/2002,Beaverton,OR,US,cigar,10 sec,10,"DAYTIME SIGHTING long, black, no features, like a pencil, no sound. no lights.",FALSE,afternoon
1975-04-23T07:45:00Z,23/04/1975 07:45,19/12/2003,Kettering,OH,US,disk,90 minutes,5400,multi coloured disc landed in kettering ohio,FALSE,night
1986-08-06T07:00:00Z,06/08/1986 07:00,01/04/2000,Hutchinson,KS,US,triangle,45 min,2700,was taking a walk late at night and looked up in the sky and seen the strangest thing,FALSE,night
1986-08-17T02:00:00Z,17/08/1986 02:00,08/10/2007,Del Rio,TX,US,triangle,20 seconds,20,V-shaped object in Del Rio Texas,FALSE,nautical dusk
1989-07-10T04:00:00Z,10/07/1989 04:00,12/06/2008,Daytona Beach,FL,US,other,10 seconds or more,10,Blue Green fanning light covered entire night sky at the same time as power outage. Daytona summer 1989,FALSE,night
1984-07-15T02:00:00Z,15/07/1984 02:00,11/01/2002,Portsmouth,VA,US,circle,5 minutes,300,circular object headed towards the sky,FALSE,astronomical dusk
1990-02-08T21:00:00Z,08/02/1990 21:00,11/05/2005,Manchester,ENG,GB,triangle,8 seconds,8,Large Black Triangle with three Red Lights at each corner about 500 Meters big flew at about 100Feet!!!!,FALSE,night
1994-06-12T14:40:00Z,12/06/1994 14:40,20/12/2000,Crawley,ENG,GB,triangle,7mins,420,"It appeared over me and sat there. Once i looked at it, it blinked out like a light.",FALSE,NA
1975-10-15T06:30:00Z,15/10/1975 06:30,05/08/2012,Rockville,MD,US,disk,2 hours at least,172800,"Floating abduction out of bed into a silver saucer; US military human beings on board, some kind of head surgery performed.",FALSE,night
1977-06-16T23:00:00Z,16/06/1977 23:00,12/06/2008,Rockville,MD,US,disk,30 seconds,30,I saw a flying saucer.,FALSE,afternoon
1978-06-30T14:30:00Z,30/06/1978 14:30,15/05/2013,Guntur,Andhra Pradesh,IN,circle,15 minutes,900,"Whirls of celestial light,were falling from sky in the late evening,in 1970-80 in India,A.P.,Guntur",FALSE,astronomical dusk
1994-09-21T03:00:00Z,21/09/1994 03:00,16/12/1999,Higginsville,MO,US,other,15 minutes,900,We saw what we thought was a star that kept moving around and disappeared.,FALSE,night
1981-09-26T03:00:00Z,26/09/1981 03:00,21/03/2003,Blue Springs,MO,US,other,10 minutes,600,"When I felt the bed sheets grazing my back, I knew I was the one moving and not the bed.",FALSE,night
1989-10-08T03:00:00Z,08/10/1989 03:00,16/07/2003,Harrison,NY,US,other,5 minutes,300,Huge web shaped object rises into the sky,FALSE,night
1983-12-21T03:00:00Z,21/12/1983 03:00,26/01/2015,Amesbury,MA,US,oval,5 minutes,300,"A Blimp shaped craft witnessed December 20th, 1983 near Amesbury, Ma. USA",FALSE,night
1993-07-01T04:00:00Z,01/07/1993 04:00,12/12/2011,Efland,NC,US,triangle,30 mins,1800,large craft  hovering in field,FALSE,night
1985-06-30T23:00:00Z,30/06/1985 23:00,12/04/2013,Katy,TX,US,triangle,1+ hour,86400,Black triangle over Katy Texas in mid 1980s.,FALSE,afternoon
1976-07-19T23:00:00Z,19/07/1976 23:00,24/04/2014,London,ENG,GB,circle,2 minutes,120,"5 objects travelling in formation London, England 1976.",FALSE,astronomical dusk
1992-10-11T03:00:00Z,11/10/1992 03:00,02/09/2005,Weatherford,TX,US,unknown,30 seconds,30,"Black or dark grey.  Too big, too low, too slow, too quiet, for a normal aircraft.",FALSE,night
1991-07-02T00:00:00Z,02/07/1991 00:00,27/04/2004,Houston,TX,US,light,1 hour,86400,Two multicolored stationary distant lights in sky,FALSE,afternoon
1994-04-16T02:00:00Z,16/04/1994 02:00,15/10/2002,Brooksville,FL,US,chevron,20 minutes,1200,"Three witnesses saw a very large, chevron-shaped, black or gray object with read lights around the edges.",FALSE,night
1985-09-05T09:30:00Z,05/09/1985 09:30,26/04/1999,Juneau,AK,US,circle,2 hours,172800,My Brother and I believed we saw something that sped up time with light's from a ship. While we were in transit with a Vessel to Seattl,FALSE,night
1985-07-25T02:00:00Z,25/07/1985 02:00,05/07/2008,Del Rio,TX,US,diamond,2 minutes,120,"Sighting in Del Rio, Texas",FALSE,civil dusk
1991-04-28T04:00:00Z,28/04/1991 04:00,08/11/2005,Sacramento,CA,US,changing,20-30 min,1800,Object in CA defied known laws of physics.,FALSE,astronomical dusk
1984-06-02T00:00:00Z,02/06/1984 00:00,01/04/2001,Parker City,IN,US,fireball,90  sec,90,Orange/Red  lights  in  sky,FALSE,afternoon
1975-06-10T02:00:00Z,10/06/1975 02:00,18/06/2004,St. George,ON,CA,disk,2 minutes,120,our neighbour was walking from the barn to the house when a flying saucer  with many colored lights suddenly hovered about 50 feet dire,FALSE,nautical dusk
1989-01-20T03:15:00Z,20/01/1989 03:15,31/10/2003,Laramie,WY,US,disk,10 minutes,600,"Witness is lured out of house, silent craft glides overhead, more body marks are discovered.",FALSE,night
1982-04-13T01:30:00Z,13/04/1982 01:30,16/07/2003,Walhalla,SC,US,other,2 to 3 minutes,180,"me and my father was traveling up a mountain road in 1981 or 82 when we was going thru highsaw gap,the time was at dusk and not quite c",FALSE,night
1984-05-16T03:00:00Z,16/05/1984 03:00,05/07/1999,Winchester,VA,US,circle,6 seconds,6,I spent many hours looking at stars as preparation for navigation with a sailboat using a sextant,FALSE,night
1986-06-01T23:00:00Z,01/06/1986 23:00,11/05/2005,Greenbelt,MD,US,unknown,> 10 mins,600,"Low, slow moving craft over NASA Goddard Space Flight Center",FALSE,afternoon
1986-10-17T23:00:00Z,17/10/1986 23:00,24/05/1999,Bartlesville,OK,US,other,6-10 minutes,600,"On a fall evening, after returning from a scout meeting I witnessed a object perform some extreemly unusual aerial feats, at at least p",FALSE,afternoon
1988-06-19T05:30:00Z,19/06/1988 05:30,22/12/2022,Patterson,CA,US,cigar,3 hours,259200,It lit everything like daytime ..car stalled then it was 3hrs later,FALSE,astronomical dusk
1979-07-15T18:00:00Z,15/07/1979 18:00,02/10/1999,Lansing,MI,US,other,15 seconds?,15,seen a strange object standing still in the ski shoot off at about a 15 degree angle and out of sight in about 2 seconds,FALSE,afternoon
1987-08-14T01:00:00Z,14/08/1987 01:00,10/08/1999,Springfield,OH,US,triangle,3-4 minutes,240,Massive triangular pattern of large white lights above clouds ... completely silent motion,FALSE,nautical dusk
1975-05-16T00:00:00Z,16/05/1975 00:00,04/09/2003,Lithia Springs,GA,US,disk,5 min,300,A friend and i were riding down by the chattahoochee river right at dusk(on lower river road). When i saw a light off in the distance .,FALSE,afternoon
1992-07-26T11:00:00Z,26/07/1992 11:00,04/03/2022,Amami,Kagoshima,JP,light,5 to 10 seconds,10,"Silently went zigzag first, then flew straight very fast and disappeared into the distance",FALSE,nautical dusk
1993-06-01T18:00:00Z,01/06/1993 18:00,09/09/2004,Rogers,AR,US,cigar,3 min.,180,"Dull, metallic, cigar shaped object traveled from one cloud formation to another, then back to the other formation on the exact path.",FALSE,afternoon
1979-06-30T16:00:00Z,30/06/1979 16:00,04/09/2020,Medina,NY,US,NA,5 minutes,300,"Crop circle seen in upstate Medina, NY at side of road near Iroquois Job Corps Center.",FALSE,morning
1985-10-01T09:30:00Z,01/10/1985 09:30,28/11/2007,Monroe,NC,US,sphere,5 min,300,"Years ago, my husband's aunt and I witnessed something very strange on the way to work early one morning. It was about 5:30am and we we",FALSE,night
1991-04-01T06:30:00Z,01/04/1991 06:30,19/03/2009,Wichita,KS,US,triangle,1 hour,86400,Three orange lights,FALSE,night
1992-05-21T10:34:00Z,21/05/1992 10:34,28/01/1999,Melbourne,Victoria,AU,other,12 min,720,"It was fork shaped with 3 points. the tips were blue. three lights ran down each point. first red. then green, then blue. as soon as we",FALSE,night
1987-06-01T10:00:00Z,01/06/1987 10:00,19/03/2009,Olympia,WA,US,egg,5 minutes,300,sighting years ago in WA,FALSE,astronomical dawn
1977-01-02T00:30:00Z,02/01/1977 00:30,02/09/2005,New York City,NY,US,sphere,30-60 seconds,60,A small gray ball moved past my bedroom window on the 15th floor of a New York City apartment building.,FALSE,night
1977-03-18T02:00:00Z,18/03/1977 02:00,14/02/2006,Los Angeles,CA,US,disk,5-10 min,600,I could see vehicles driving eastbound on the 134 freeway & the UFOs passing over the top of them.,FALSE,afternoon
1994-07-10T06:00:00Z,10/07/1994 06:00,12/05/2010,Defiance,OH,US,light,5 to 10 seconds,10,White light shining down like a spot light then zipping back and forth and upward.,FALSE,night
1983-07-11T03:00:00Z,11/07/1983 03:00,05/07/2019,Porterville,CA,US,NA,30 seconds,30,((NUFORC Note:  No information provided by witness.  PD)),FALSE,afternoon
1978-08-15T00:00:00Z,15/08/1978 00:00,05/08/2001,Porto,Porto,PT,sphere,3sec,3,"short,colorfull, fast, suden, no sound",FALSE,night
1993-01-13T01:45:00Z,13/01/1993 01:45,04/03/2003,Brookfield,WI,US,triangle,12 to 15 min.,900,A  triangle craft this huge and so low  does not seem possible but it's true.,FALSE,night
1977-06-05T03:00:00Z,05/06/1977 03:00,28/07/2010,Valley Station,KY,US,circle,5 min.,300,"Bright lighted craft hovering telelphone pole level in Valley Station Kentucky.

 500 Lights On Object0: Yes",FALSE,astronomical dusk
1990-09-01T02:00:00Z,01/09/1990 02:00,10/03/2011,Sterling,MA,US,unknown,3-4 hours,14400,"2 kids in a tent harassed all night by sounds, a bright light and something trying to enter our tent.

 500 Lights On Object0: Yes",FALSE,night
1977-07-04T23:45:00Z,04/07/1977 23:45,31/05/2018,Granby,MA,US,disk,3 minutes,180,"Saucer Shaped Craft seen by over 50 people Independance Day 1977, Granby MA",FALSE,afternoon
1989-04-19T04:30:00Z,19/04/1989 04:30,15/04/2016,Aurora,CO,US,triangle,1 minute,60,"Triangle consisting of 3 red lights. Shot straight up, then stayed in same position for 30 seconds, then finally descended diagonally u",FALSE,night
1981-11-01T02:00:00Z,01/11/1981 02:00,05/08/2009,Weed,CA,US,disk,10 minutes,600,10/31/1981 Saucer Shaped UFO hovering between the moutain Mt. Shasta and the city of Mt. Shasta California,FALSE,astronomical dusk
1990-06-02T03:00:00Z,02/06/1990 03:00,09/05/2019,El Dorado Hills,CA,US,orb,3 minutes,180,When I was a teenager I was sitting at home alone at my aunt's house and I felt chills up and down my spine.  ((anonymous report)),FALSE,afternoon
1991-12-21T01:00:00Z,21/12/1991 01:00,10/01/2009,Macon,GA,US,disk,2 min's,120,"saucer shaped soundless object hovering with rectangular lights going around; as soon as on would go off, the other would come on,",FALSE,night
1994-07-22T03:15:00Z,22/07/1994 03:15,12/08/2008,Goshen,OH,US,triangle,5-10 min,600,Triangle shaped craft on state route 28 at the Garrison Spurling rd intersection,FALSE,night
1989-09-07T02:00:00Z,07/09/1989 02:00,08/11/2003,Bellevue,WA,US,sphere,20-25 sec.,25,"A huge Globe-shaped object is seen at very high altitude-stationary and soundless in the hazy, evening sky of late summer",FALSE,afternoon
1981-09-15T15:30:00Z,15/09/1981 15:30,28/10/2002,Bryan,TX,US,other,15 mins,900,cant describe what I saw? And when I try something deep inside tells me not to!!! sorry.....,FALSE,morning
1987-07-02T03:00:00Z,02/07/1987 03:00,16/08/2016,Celeste,TX,US,circle,3 days,259200,I awoke to a loud vibrating noise and  extremely bright light coming in through all the windows.,FALSE,astronomical dusk
1979-09-02T00:00:00Z,02/09/1979 00:00,30/10/2006,Farmville,VA,US,disk,split second,0.5,"2 out of 3 witnesses sitting together saw saucer fly by overhead, completely silently and suddenly.",FALSE,civil dusk
1989-12-24T04:00:00Z,24/12/1989 04:00,13/05/2012,Santiago,Santiago Metropolitan,CL,light,20 mins,1200,"UFO Santiage, Chile 1989",FALSE,night
1982-06-10T19:00:00Z,10/06/1982 19:00,06/03/2023,Placitas,NM,US,sphere,5 days at least,432000,People that I met that wanted me to leave with them,FALSE,morning
1988-06-20T05:00:00Z,20/06/1988 05:00,15/05/2006,Woburn,MA,US,light,12 minutes,720,#NAME?,FALSE,night
1978-09-16T01:00:00Z,16/09/1978 01:00,04/06/2004,Pampa,TX,US,light,10 minutes,600,"Had UFO come within 30 to 40 feet from us. Then took off very very fast into space. No doubt there is other life out there, none at all",FALSE,civil dusk
1988-01-01T04:00:00Z,01/01/1988 04:00,23/03/2011,Woodbridge,VA,US,sphere,5 seconds,5,"Basketball sized neon orange/yellow spinning sphere no sound hovering on road and moved vertically in front of my windshield.

 500 L",FALSE,night
1985-05-02T00:30:00Z,02/05/1985 00:30,24/08/2010,Lanett,AL,US,light,10 seconds,10,"It came, it saw , it left but where did it go or come from?",FALSE,afternoon
1993-07-14T02:00:00Z,14/07/1993 02:00,11/07/2000,Topeka,KS,US,triangle,five minutes,300,I saw a triangular UFO with three lights on it one evening in 1993.,FALSE,afternoon
1977-10-02T05:00:00Z,02/10/1977 05:00,16/04/2005,Ferndale,CA,US,other,1 minute,60,"Silhouette, or dark object of craft appeared on moonless, starlit-night, backlit by glow straight overhead, appeared to be approaching",FALSE,night
1988-06-21T20:10:00Z,21/06/1988 20:10,26/03/2015,Tucano,Bahia,BR,flash,15 seconds,15,Flashing light two times with 15 seconds interval.,FALSE,afternoon
1976-06-15T07:00:00Z,15/06/1976 07:00,22/02/2002,Odessa,TX,US,disk,45 min,2700,In the summer of 1975 or 76 I had just gotten off work around 2:00 am. Went home and got into bed with my wife. I was lying there liste,FALSE,night
1978-08-24T22:00:00Z,24/08/1978 22:00,30/10/2006,Fort Worth,TX,US,triangle,8 min.,480,Grayish metallic triangle shaped craft emits green aura over Texas.,FALSE,afternoon
1975-10-15T22:00:00Z,15/10/1975 22:00,14/02/2008,Nesconset,NY,US,disk,3 minutes,180,"Large quiet craft,  moving at a very low altitude, heading east over Suffolk County, New York.",FALSE,civil dusk
1982-06-02T03:00:00Z,02/06/1982 03:00,12/08/2008,Great Falls,MT,US,orb,3 days,259200,"Another troubling episode that has been even harder to explain when considering aspects of the Kicksburg, Pennslyvania UFO Sighting.",FALSE,afternoon
1977-06-10T20:00:00Z,10/06/1977 20:00,16/12/2005,Kingsville,TX,US,disk,10 min,600,Transparent saucer followed by F-4  Phantoms.  ((NUFORC Note:  May not be a serious report.  PD)),FALSE,afternoon
1990-07-01T07:30:00Z,01/07/1990 07:30,11/03/2006,Shaver Lake,CA,US,light,1-2 minutes,120,"Intense light over Shaver Lake, California.",FALSE,night
1978-06-02T01:00:00Z,02/06/1978 01:00,02/12/2000,Columbia,SC,US,circle,15min,900,A large circular craft with many different colored lights blinking around it (like they were windows or lights on the craft).,FALSE,nautical dusk
1977-03-01T17:12:00Z,01/03/1977 17:12,16/04/2005,Terre Haute,IN,US,unknown,2 minutes,120,Noise and extreme light outside my windows,FALSE,morning
1983-11-02T01:00:00Z,02/11/1983 01:00,23/12/2002,Gibsonville,NC,US,light,5 - 10 min,600,Light observed in night sky followed by what appeared as military aircraft.,FALSE,night
1980-06-16T04:00:00Z,16/06/1980 04:00,07/03/1998,El Paso,TX,US,light,5 min,300,"Saw light travelling across sky

I saw a white light at very high altitude travelling across the sky.I thought it was a satellite unt",FALSE,night
1988-08-16T03:00:00Z,16/08/1988 03:00,26/11/2003,Buchanan,NY,US,circle,1 minute,60,UFO over nuclear reactor- 14 helicopters around it,FALSE,night
