reported_date_time,reported_date_time_utc,posted_date,city,state,country_code,shape,reported_duration,duration_seconds,Summary,has_images,day_part
1991-04-11T18:00:00Z,11/04/1991 18:00,30/10/2012,Hammond,IN,US,triangle,4 minutes,240,UFO over Hammond.,FALSE,morning
1989-07-11T03:00:00Z,11/07/1989 03:00,18/06/2003,Mansfield,OH,US,light,15 minutes,900,Ball of light enters van twice and dissolves through door and occupants experience missing time.,FALSE,night
1991-08-28T22:40:00Z,28/08/1991 22:40,09/04/2023,Lincoln,NE,US,other,40 minutes,2400,"Spotted on West ""O"" Street and followed to NW 48th Street. Craft's Disappeared into the only cloud in the sky before cloud disappeared.",FALSE,afternoon
1985-06-30T07:30:00Z,30/06/1985 07:30,12/12/2011,Whitney,TX,US,formation,5-10 minutes,600,9 Objects in formation over Lake Whitney,FALSE,night
1982-08-10T14:30:00Z,10/08/1982 14:30,22/02/2005,Stockton,CA,US,disk,3 minutes,180,stockton ca. 7/10/82 ufo seen after sunday evening church services.,FALSE,morning
1991-06-01T14:30:00Z,01/06/1991 14:30,13/04/2010,Port Saint Lucie,FL,US,oval,5 minutes,300,thought it was space shuttle lift off,FALSE,morning
1993-12-21T00:00:00Z,21/12/1993 00:00,08/11/2003,Williamsport,PA,US,triangle,10 minutes,600,"A triangular shape moving northeast,, non transparent, silent, it had three blue/white lights and  a red light .",FALSE,night
1994-01-01T08:00:00Z,01/01/1994 08:00,11/11/2013,El Segundo,CA,US,other,30 minutes,1800,"What I'm seeing, please help.",FALSE,night
1985-06-20T18:00:00Z,20/06/1985 18:00,16/07/2006,Salem,NH,US,sphere,seconds,10,Multi colored sphere like in,FALSE,afternoon
1979-07-16T01:30:00Z,16/07/1979 01:30,23/03/2017,Grosse Pointe Woods,MI,US,rectangle,1-2 minutes,120,Very large dark rectangular object silently tracking across sky was seen on two seperate occasions,FALSE,nautical dusk
1987-07-25T07:00:00Z,25/07/1987 07:00,11/11/2003,Lawton,OK,US,unknown,10 min,600,"My girlfriend and I were lying on the ground looking at the stars, we noticed a large object with 6 rings of lights, dull like far away",FALSE,night
1994-09-01T06:00:00Z,01/09/1994 06:00,02/05/2011,New York City,NY,US,light,3 hours,259200,5 LIGHT THAT LOOKED LIKE STARS MOVING UP AND DOWN ON LIGHT AT A TIME,FALSE,night
1988-07-01T05:00:00Z,01/07/1988 05:00,11/05/2005,Norwood,MO,US,circle,20 minutes,1200,Ball of Fire in Field and White Lights Darting in the Sky,FALSE,night
1991-04-02T00:00:00Z,02/04/1991 00:00,01/02/2007,Mahopac,NY,US,light,5 minutes,300,"Bright, glowing ball of light silently hovered over condo complex, then flew over condos parallel to ground.",FALSE,nautical dusk
1982-11-20T05:00:00Z,20/11/1982 05:00,11/05/2005,Surfside,FL,US,diamond,one minute,60,A tumbling football shaped UFO with triangle windows of equal size with a different soft pastel colored light glowing in each window.,FALSE,night
1993-07-16T05:00:00Z,16/07/1993 05:00,12/08/2008,Moscow,ID,US,other,3 minutes,180,"Moscow, ID-Row of 5-6 off white lights moving silently & slowly east to west summer 93.",FALSE,nautical dusk
1977-06-16T00:00:00Z,16/06/1977 00:00,18/06/2003,Arlington Heights,IL,US,disk,20 min,1200,"My Father, sister and my self saw a disc shaped craft, it looked like a classic ""Bell"" shaped saucer over Arlington Hts and rolling Mea",FALSE,afternoon
1993-08-05T06:30:00Z,05/08/1993 06:30,24/05/2005,LaHaina,HI,US,chevron,3-4 sec,4,"Maui, August 1993, incredibly fast & quiet lighted craft moves across the sky, news reports confirm sighting with no explanation.",FALSE,astronomical dusk
1976-07-28T07:30:00Z,28/07/1976 07:30,14/02/2006,Fort Lauderdale,FL,US,disk,15 minutes,900,"Classic ""flying saucer"" moving low and slow through condos in gated Ft. Lauderdale prestige golf community.",FALSE,night
1986-06-08T03:00:00Z,08/06/1986 03:00,21/01/2008,Conroe,TX,US,disk,5 minutes,300,"3 lights - red, yellow, and blue ufo seen in Conroe, TX",FALSE,astronomical dusk
1985-06-15T18:00:00Z,15/06/1985 18:00,16/12/2005,El Paso,TX,US,disk,1 minute,60,Slow moving metallic saucer during firing excercises circa 85,FALSE,morning
1992-07-31T02:00:00Z,31/07/1992 02:00,31/01/2011,Takoma Park,MD,US,disk,2 min.,120,"A huge disc with rotating, iridescent flashing lights (as a strip around the craft) swooped in and hovered above us.",FALSE,astronomical dusk
1980-06-07T18:00:00Z,07/06/1980 18:00,23/01/2016,Oklahoma City,OK,US,egg,10 minutes,600,"Floating titanium, metallic, football-shaped UFO seen up close.  ((NUFORC Note:  Witness is former Boeing empl.  PD))",FALSE,morning
1975-06-01T08:00:00Z,01/06/1975 08:00,01/02/2007,Iowa City,IA,US,disk,10 minutes,600,Silver disk high in blue sky over Iowa 1975,FALSE,night
1976-08-16T03:00:00Z,16/08/1976 03:00,30/10/2006,Tierra Verde,FL,US,changing,5 minutes,300,"Watched rectangular shaped amber colored UFO perform S turns, change shape and exit atmosphere at impossible speed and left an ion trai",FALSE,night
1989-06-01T10:50:00Z,01/06/1989 10:50,30/08/1999,Daytona Beach,FL,US,sphere,four minutes,240,Saw a florescent orange sphere in the sky while driving to work. It was low.The bottom was in the tree tops. It seemed to glow from wit,FALSE,morning
1992-04-09T01:00:00Z,09/04/1992 01:00,09/06/2009,Hartford,CT,US,unknown,25sec,25,stange light in the night sky unlike i never seen before,FALSE,night
1975-12-21T05:00:00Z,21/12/1975 05:00,14/05/2002,Sunnyvale,CA,US,light,<15 minutes,900,large blue light with no sound; was unable to move,FALSE,night
1993-02-23T16:00:00Z,23/02/1993 16:00,02/06/1998,Paducah,KY,US,unknown,10 seconds,10,"This happened ALONG time ago , but i am JUST now admiting it. It was about 10:00 Pm on Feb 23, 1993.Me and a Friend were in his Pool in",FALSE,morning
1990-08-24T01:45:00Z,24/08/1990 01:45,17/04/2008,Redding,CA,US,changing,3 to 5 minutes,300,"symentrical group of orange dots in night sky, no sound at all, no break in flowing formation at all",FALSE,afternoon
1980-07-02T01:30:00Z,02/07/1980 01:30,02/05/2014,Plainfield,CT,US,circle,10-15 seconds,15,Circular UFO with lights around outer edge in night sky,FALSE,astronomical dusk
1984-07-07T04:00:00Z,07/07/1984 04:00,01/12/2019,Chattanooga,TN,US,other,30 minutes,1800,Rainbow Falls: middle creek.  Midnight Friend and I got abducted. First drawn to abduction spot by seeing glow worm and walking o to it,FALSE,night
1980-06-07T18:00:00Z,07/06/1980 18:00,02/11/1999,Oklahoma City,OK,US,other,10 min.,600,"Man repts. football-shaped obj., 30-40' long on N side of I-240.  ""Skin"" appeared to "" rotate"" around 2 axes (!).",FALSE,morning
1975-07-01T00:00:00Z,01/07/1975 00:00,24/08/2004,Miami,FL,US,sphere,20-30 mins,1800,Corroborating Witness,FALSE,afternoon
1992-07-02T03:00:00Z,02/07/1992 03:00,12/08/2008,Garland,TX,US,triangle,5 minutes,300,"Triangle UFO in Garland, TX in 1992",FALSE,astronomical dusk
1987-07-19T01:30:00Z,19/07/1987 01:30,30/08/1999,Rome,GA,US,sphere,10minutes,600,The ship was very low to the ground and moving very slow.,FALSE,nautical dusk
1979-10-16T00:35:00Z,16/10/1979 00:35,20/12/2012,Bemidji,MN,US,unknown,25 minutes,1500,UFO drone watching a football game.,FALSE,astronomical dusk
1989-10-16T00:00:00Z,16/10/1989 00:00,03/01/2001,Batesville,AR,US,disk,8 min,480,"It didn't seem harmful, it was like it was observing.",FALSE,nautical dusk
1989-07-04T04:00:00Z,04/07/1989 04:00,01/02/2007,Belleville,KS,US,triangle,30 seconds,30,Triangular craft descends into the water,FALSE,astronomical dusk
1978-02-02T03:00:00Z,02/02/1978 03:00,09/12/2000,Dublin,NH,US,triangle,15-20 min,1200,"I was with five friends at prep school in Dublin NH (Dublin School a private school) we were on the ""Upper FIeld"" which was a soccer fi",FALSE,night
1991-09-24T02:30:00Z,24/09/1991 02:30,12/06/2002,Westwood,CA,US,light,30-45 minutes,2700,a bright tube of light resembling an elevator shaft descended from the light object to the ground and then returned.,FALSE,nautical dusk
1986-12-27T15:30:00Z,27/12/1986 15:30,26/11/2003,Pittsburgh,PA,US,triangle,15 min,900,It was trianbular in shape. It was in Plum Boro Pennsylvania. Not really a ufo hot spot. I hovered there until we left after 15 minutes,FALSE,morning
1981-01-16T06:00:00Z,16/01/1981 06:00,05/01/2016,Hawthorne,NV,US,fireball,2 minutes,120,Green ball of light flying parallel to school bus.,FALSE,night
1979-06-17T06:30:00Z,17/06/1979 06:30,16/04/2005,Napa,CA,US,triangle,10 minutes,600,Triangular UFO SIghting Napa County Summer 1979  (on the way to Lake Berryessa),FALSE,night
1993-08-13T02:00:00Z,13/08/1993 02:00,05/07/2008,Schuylerville,NY,US,sphere,35 min,2100,"I went for a drive into town. Three minutes from my house, above the Fish creek river, I noticed fuzzy white balls of light whirring ar",FALSE,night
1984-10-10T16:00:00Z,10/10/1984 16:00,07/10/2003,Traverse City,MI,US,other,couple minutes,120,translucent football seen over city airport,FALSE,NA
1994-10-30T12:00:00Z,30/10/1994 12:00,31/01/2011,Spring Hill,FL,US,circle,20min,1200,"WHITE DOTS OVER SPRINGHILL, FLA",FALSE,morning
1988-02-26T02:00:00Z,26/02/1988 02:00,26/09/1998,Brandon,FL,US,light,5mins,300,One evening I looked 100' ahead and 100' high and saw what looked like stadium lights in a vacant field where there was no lighting wha,FALSE,night
1982-05-02T00:00:00Z,02/05/1982 00:00,08/03/2007,Piscataway,NJ,US,disk,15 minutes,900,"In May 1982, I had a close up day light sightinh of a huge classic saucer shaped UFO. Neighbors also saw it. I reported it to the polic",FALSE,civil dusk
1994-10-15T18:00:00Z,15/10/1994 18:00,15/05/2006,Circleville,OH,US,disk,30 seconds to one minute,60,"Silver disc saucer hovers above town, then disappears",FALSE,afternoon
1992-05-15T19:00:00Z,15/05/1992 19:00,19/03/2002,Willow Grove,PA,US,cone,5 seconds,5,"A fairly large, gray, metallic object, cone-shaped with a flat, circular bottom spotted in the sky over Willow Grove.",FALSE,afternoon
1979-07-02T03:00:00Z,02/07/1979 03:00,08/10/2007,Houghton Lake,MI,US,light,20-25 min,1500,Orange lights over Houghton Lake MI,FALSE,night
1979-07-01T14:00:00Z,01/07/1979 14:00,31/10/2008,East Orange,NJ,US,disk,a few minutes,180,"When I was about seven years old, saw a flying saucer with lights outside my window, telepathically asked me if I was alone",FALSE,morning
1993-11-01T20:00:00Z,01/11/1993 20:00,18/02/2001,Sandy,ENG,GB,cigar,10 mins,600,Cigar shaped silent craft flies low over Sandy then disappears,FALSE,night
1975-10-15T21:00:00Z,15/10/1975 21:00,12/08/2008,Marion,KS,US,light,2 seconds,2,We saw a green object zoom across the sky going at least several thousand mile per hour.,FALSE,NA
1991-08-15T10:00:00Z,15/08/1991 10:00,18/03/2014,Chowchilla,CA,US,disk,3 days,259200,"When I was 16 years old I worked on my Dads vineyard. The ranch was a large ranch, almost 1000 acres, and was out in the middle of now",FALSE,night
1994-08-11T01:30:00Z,11/08/1994 01:30,10/10/2011,Conover,NC,US,fireball,several minutes,300,Unexplained hovering fire ball in the sky,FALSE,astronomical dusk
1981-08-16T03:00:00Z,16/08/1981 03:00,31/10/2008,Cambridge,OH,US,unknown,20 minutes,1200,"Multiple objects of differing size and possible jet intervention seen in late evening sky over rural area of Ohio, early 1980's.",FALSE,night
1988-08-16T03:00:00Z,16/08/1988 03:00,15/05/2006,Rosemere,QC,CA,diamond,3 hours,259200,"Charbonneau Park, Rosemere, PQ. Diamond shaped object hovered directly over Milles Illes River to the right of me.",FALSE,night
1989-08-16T03:00:00Z,16/08/1989 03:00,04/01/2019,Ponoka,AB,CA,rectangle,20 minutes,1200,"I knew the second I saw it , it was a UFO",FALSE,civil dusk
1976-07-02T03:00:00Z,02/07/1976 03:00,23/07/2000,Gadsden,AL,US,disk,30 seconds,30,Flashing lights and scrambled jets,FALSE,night
1981-07-09T00:00:00Z,09/07/1981 00:00,18/02/2001,Lisbon Falls,ME,US,fireball,30 seconds,30,"Sphere covered by a blueish flame, traveling north to south, 500 to 700 kts at an altitude around 1500 ft AGL.",FALSE,afternoon
1978-06-02T03:00:00Z,02/06/1978 03:00,18/06/2004,Paxton,IL,US,unknown,5 seconds,5,White beacon of rotating white light followed by the same in green,FALSE,astronomical dusk
1988-08-09T02:00:00Z,09/08/1988 02:00,03/06/2010,Plymouth,OH,US,triangle,15 mins,900,While driving on ST. RT. 61 between Shelby and Plymouth I spotted a huge triangle shaped object.,FALSE,astronomical dusk
1977-12-23T14:00:00Z,23/12/1977 14:00,15/05/2017,Lancaster,KY,US,circle,5 minutes,300,"Well I didn't know there was a place you can put sightings. Yes I was seven and it was right around Christmas time , we lived in some a",FALSE,morning
1983-06-30T05:00:00Z,30/06/1983 05:00,12/12/2011,Williamsburg,VA,US,orb,10 minutes,600,Light which released multiple yellow orbs which returned to craft (light) near Williamsburg VA 1980s,FALSE,night
1977-05-23T03:00:00Z,23/05/1977 03:00,29/09/2004,Marana,AZ,US,orb,60 min ??,3600,That's NOT the moon!,FALSE,nautical dusk
1991-07-08T01:50:00Z,08/07/1991 01:50,16/12/2005,Avon,MA,US,triangle,15-20 minutes,1200,"Around dusk, Istood outside of my home, and observed a light in the sky. During the time it took me to smoke a cigarette, this object c",FALSE,astronomical dusk
1987-11-24T00:45:00Z,24/11/1987 00:45,30/10/2006,Knoxville,TN,US,chevron,20min,1200,"300 ft Flying wing followed by fighters, later observed by glowing ball.",FALSE,night
1977-07-21T03:30:00Z,21/07/1977 03:30,05/07/2005,Milwaukee,WI,US,formation,< 5 min,300,Awesome Light Display with Following,FALSE,night
1988-11-27T09:30:00Z,27/11/1988 09:30,28/08/2003,El Dorado Hills,CA,US,unknown,10 minutes,600,drive-by close encounter,FALSE,night
1975-07-16T02:00:00Z,16/07/1975 02:00,22/04/2003,Smithland,KY,US,triangle,approx 10mins,600,I noticed 5 amber light in the shape of a triangle moving from east to west.,FALSE,civil dusk
1991-06-01T20:00:00Z,01/06/1991 20:00,04/07/2012,Central Islip,NY,US,triangle,2-5 minutes,300,Huge Triangle UFO,FALSE,afternoon
1993-06-16T00:00:00Z,16/06/1993 00:00,02/11/2004,Forest City,NC,US,other,5-10 minutes,600,I encountered an object around June or July of 1993. My family and I had just drove up to my house after returning from the store aroun,FALSE,afternoon
1983-02-15T06:00:00Z,15/02/1983 06:00,18/03/2014,West Palm Beach,FL,US,disk,2 minutes,120,"A beam of light that resolved into 40 to 50 flying disks, outside of our atmosphere, with stars seen through their formation.",FALSE,night
1994-12-30T00:00:00Z,30/12/1994 00:00,02/11/1999,Lakeview,MI,US,light,5 minutes,300,"Man stopped on highway to watch bizarre lights moving in night sky.  Other cars stopped to watch them, too.",FALSE,astronomical dusk
1976-09-26T02:00:00Z,26/09/1976 02:00,02/12/2000,Akron,OH,US,light,15 mins,900,"large ball of light, made no sound",FALSE,night
1975-06-16T01:00:00Z,16/06/1975 01:00,15/05/2013,Levittown,PA,US,light,4-5 seconds,5,1 small bright light appeared to be chased by another.,FALSE,nautical dusk
1979-09-02T00:00:00Z,02/09/1979 00:00,28/01/1999,Greenville,PA,US,triangle,45 mins.,2700,Craft was triangular in shape.,FALSE,civil dusk
1994-06-18T04:30:00Z,18/06/1994 04:30,04/03/2022,Bellingham,WA,US,circle,10 minutes,600,"2 yellow self-illuminated discs travel in loose formation from E to W, W to E",FALSE,NA
1982-12-01T08:00:00Z,01/12/1982 08:00,19/03/2009,Madill,OK,US,fireball,30 minutes,1800,"Hwy 99, Madill Oklahoma toward Hwy 377 toward Texas state line",FALSE,night
1984-07-01T08:00:00Z,01/07/1984 08:00,02/04/1999,Thompson,MB,CA,unknown,10 seconds,10,three objects travelling in a low flight pattern in a northerly direction,FALSE,NA
1983-02-24T01:30:00Z,24/02/1983 01:30,09/09/2022,Norco,CA,US,circle,5 minutes,300,Hazy white lighted object seen from aircraft,FALSE,afternoon
1978-07-21T00:00:00Z,21/07/1978 00:00,14/02/2006,Livonia,MI,US,formation,10 seconds,10,"Formation of Green Lights (high up) over Livonia, MI.  USA",FALSE,afternoon
1983-05-14T02:30:00Z,14/05/1983 02:30,06/06/2000,Granite City,IL,US,disk,15 sec,15,"i observed this object quite a few years ago, my mother and i were in her car on the road i live on and noticed a saucer shaped object",FALSE,astronomical dusk
1977-07-15T03:00:00Z,15/07/1977 03:00,16/04/2005,Greenville,MI,US,unknown,30 seconds,30,"An aircraft hovered over a car coming in our direction & then reversed, hovering over our car.",FALSE,astronomical dusk
1980-03-21T01:00:00Z,21/03/1980 01:00,17/10/2003,Paterson,NJ,US,disk,one minute,60,HUGE disk hovering over the city of Paterson in the very early 1980's.,FALSE,night
1989-03-02T01:00:00Z,02/03/1989 01:00,21/11/2010,Poughkeepsie,NY,US,chevron,1 minute,60,V-shaped formation on Vassar College campus,FALSE,night
1994-10-12T20:00:00Z,12/10/1994 20:00,30/10/2006,Monticello,KY,US,chevron,1-2 minutes,120,Triangular/chevron small object with fixed lights at corner--very fast moving.,FALSE,afternoon
1975-05-02T00:00:00Z,02/05/1975 00:00,03/01/2001,Reno,NV,US,disk,2 minutes,120,A disk shape hovering over my apartment building in broad daylight in a busy city.,FALSE,afternoon
1978-06-24T06:00:00Z,24/06/1978 06:00,23/10/2013,Gulfport,MS,US,other,5-10 minutes,600,"Orb of light enters body, awake temporarily paralyzed, followed by prophetic visions and drawings",FALSE,night
1992-10-23T03:30:00Z,23/10/1992 03:30,17/01/2004,Oak Creek,CO,US,unknown,15 minutes,900,"At 9:30 in the evening on a clear night,we saw five or six objects over the top of the mountain behind our house.

The objects zipped",FALSE,night
1977-06-16T01:00:00Z,16/06/1977 01:00,17/01/2004,Newington,NH,US,disk,10 min,600,"Circular, silent craft with revolving white lights on bottom.",FALSE,nautical dusk
1987-10-26T05:00:00Z,26/10/1987 05:00,08/07/2004,Fort Wayne,IN,US,unknown,8 minutes,480,UFOs seen in Ft. Wayne Indiana and in Dayton Ohio on the same night in 1987,FALSE,night
1982-06-19T20:37:00Z,19/06/1982 20:37,02/03/2021,Spring Valley,CA,US,changing,3 minutes,180,"Objects floating in sky, thought to be birds at first. Very before pattern, when I reviews the footage inside I was shocked to see some",FALSE,afternoon
1979-08-26T03:00:00Z,26/08/1979 03:00,02/09/2005,North Platte,NE,US,other,12 seconds,12,Star gazing with a friend during meteror event we watch the stars.  The background of the sky was midnight blue.  Nearly 10:30 pm the b,FALSE,night
1982-07-11T02:00:00Z,11/07/1982 02:00,03/11/2005,Boardman,OH,US,light,3-4 minutes,240,The importance of this experience to me is more about the mental message that was imparted to me than the actual physical sighting.,FALSE,nautical dusk
1988-10-21T04:30:00Z,21/10/1988 04:30,02/12/2000,Spokane,WA,US,changing,15-20 minutes,1200,"A huge, sharp 'V' formation of apprximately 25 to 30 round white disks flies slowly over a suburban area",FALSE,night
1992-06-16T02:00:00Z,16/06/1992 02:00,07/03/1998,Montvale,VA,US,sphere,3 minutes,180,"amber,orange ufo spotted in bedford county,virginia near ""closed"" airforce base.",FALSE,nautical dusk
1984-06-15T05:00:00Z,15/06/1984 05:00,07/12/2006,Burgettstown,PA,US,fireball,15 seconds,15,"I was watching the tonight show and Dave Letterman was just coming on. I was laying on the couch, and out our front window I saw someth",FALSE,night
1994-08-08T08:00:00Z,08/08/1994 08:00,02/06/2017,McCall,ID,US,NA,7 seconds,7,"When I was about 15, living in my parents home I awoke in the middle of the night and noticed a fluorescent yellow/green light emanatin",FALSE,night
1983-07-04T03:00:00Z,04/07/1983 03:00,09/09/2022,Dayton,OH,US,cross,20 minutes approx.,1200,An orange X looking craft was flying over the neighborhood over the next door neighbors house and it was making funny moves up down.,FALSE,night
1975-06-02T02:00:00Z,02/06/1975 02:00,19/03/2002,Kennett Square,PA,US,other,1/2 hour,43200,"House sized cube on axis, colored lights pulsing, moving slowly about 25 feet off the ground",FALSE,astronomical dusk
1980-06-16T01:00:00Z,16/06/1980 01:00,11/01/2002,Columbia,MO,US,light,5 min.,300,"Summer of 80 or 81--just pre-dusk.  Dark amber light with indistinct edges cruises due east over center of U campus.  ""Closes in on sel",FALSE,afternoon
1989-12-14T00:30:00Z,14/12/1989 00:30,04/06/2004,Tusayan,AZ,US,disk,3 to 4 minutes,240,"It was saucer-shaped with multi-colored lights, it made no sound and appeared to be bigger than a large helicopter.",FALSE,nautical dusk
1976-02-16T04:30:00Z,16/02/1976 04:30,14/02/2008,Sacramento,CA,US,other,1-2 min.,120,6 hyphen-shaped yellowish-white objects flying as group but shifting positions from NE to SW (Reno-SF) at approx. 35K alt. and 450mph.,FALSE,night
1987-11-02T05:00:00Z,02/11/1987 05:00,11/11/2013,Lyons,CO,US,oval,5-10 seconds,10,Large oval object with white glowing lights moves slowly above the car.,FALSE,night
1985-03-26T07:25:00Z,26/03/1985 07:25,21/11/2010,Nashville,TN,US,oval,15 minutes,900,"myself,and three other people i knew very well in school and growing up,were all standing around talking having fun kidding joking reme",FALSE,night
1988-07-14T06:00:00Z,14/07/1988 06:00,16/04/2005,Fort Wayne,IN,US,oval,10 minutes,600,"An object that was just above the trees, hovering and taking off in a split second, out of sight.",FALSE,night
1994-05-15T21:00:00Z,15/05/1994 21:00,28/01/1999,Portland,OR,US,sphere,10 minutes,600,While in light aircraft observed object below and behind follow in a race track holding pattern. Observed changes in heading altitude a,FALSE,afternoon
1979-04-20T19:00:00Z,20/04/1979 19:00,02/09/2005,New Brunswick,NJ,US,disk,minutes,300,"object was disk-like with windows all around, huge as it hovered over the area during the clear day, traveling north on l8, observed on",FALSE,afternoon
1994-03-02T02:00:00Z,02/03/1994 02:00,08/07/2016,Westminster,CO,US,circle,30 seconds,30,I was riding in a car heading south on Wadsworth Blvd toward 92nd in Westminster. I looked west at the sunset and abov,FALSE,nautical dusk
1992-07-01T22:00:00Z,01/07/1992 22:00,13/06/2014,Bangor,ME,US,formation,5 minutes,300,A formation of slow flying objects with a haze apperance with no sound being omitted. Formation was a semi circle type and too flawless,FALSE,afternoon
1976-08-20T08:00:00Z,20/08/1976 08:00,04/07/2012,Los Angeles,CA,US,rectangle,3 minutes,180,"A dark rectangular object appears over my car out on the road and telepathically tells me not to panic, that I knew it was there.",FALSE,night
1978-07-02T02:00:00Z,02/07/1978 02:00,12/10/2001,New Rochelle,NY,US,oval,45 seconds,45,UFOs are REAL!  45 SECONDS OVER MY HEAD IN A STILL POSITION - and then IT ZOOMED AWAY.,FALSE,astronomical dusk
1989-11-05T02:38:00Z,05/11/1989 02:38,01/04/2016,Paris,KY,US,orb,1-5 minute,300,"Walked out the back porch, looked at jupiter,  a bright glow caught my the corner if my eye from the northeast, about 50 degrees to the",FALSE,night
1991-06-01T19:00:00Z,01/06/1991 19:00,18/02/2001,Roseville,CA,US,cigar,10 minutes,600,"The cigar-shaped silver craft was stationary in the sky, then disappeared.",FALSE,morning
1978-07-01T01:00:00Z,01/07/1978 01:00,14/02/2010,Taylor,MI,US,disk,5 mins.,300,Symbols on bottom in Michigan,FALSE,civil dusk
1979-02-26T02:00:00Z,26/02/1979 02:00,03/12/2004,Tallmadge,OH,US,triangle,9 mins.,540,"Slow moving triangular shape---at least the light pattern,seen in tallmadge ohio  2-5-79",FALSE,night
1975-07-16T00:00:00Z,16/07/1975 00:00,12/12/2009,Summerside,PE,CA,rectangle,5 minutes,300,"A silent, floating, rectangular object the size of a football field, skimming the tops of buildings.",FALSE,afternoon
1986-11-02T02:00:00Z,02/11/1986 02:00,22/12/2022,Houston,TX,US,orb,30 seconds,30,Bright Blue Orb,FALSE,night
1977-04-15T23:00:00Z,15/04/1977 23:00,12/06/2008,Hattiesburg,MS,US,cigar,45 seconds,45,cigar-shaped white mettallilc object with four red and green lights positioned beside it - seen in daylight,FALSE,afternoon
1982-10-01T09:30:00Z,01/10/1982 09:30,25/06/2020,Lawrenceburg,KY,US,triangle,15 minutes,900,I was living out in a rural area. I was getting ready for work.  I heard a loud roaring like an airplane landing. I knew there wasn't,FALSE,night
1990-07-15T20:00:00Z,15/07/1990 20:00,04/07/2012,Willits,CA,US,changing,15 seconds,15,Two Orbs spinning in a flipping motion across sky.,FALSE,morning
1991-06-21T00:00:00Z,21/06/1991 00:00,02/09/2005,Dover,DE,US,triangle,3-4 hours,14400,1991 dover delaware.  triangular craft,FALSE,afternoon
1979-01-02T04:00:00Z,02/01/1979 04:00,23/02/2000,Redondo Beach,CA,US,disk,15 sec.,15,Low-altitude disk flying slowly; red lights around perimeter.,FALSE,night
1984-04-06T03:30:00Z,06/04/1984 03:30,01/11/1998,Arlington,TX,US,triangle,4-5 minutes,300,"I have a childhood memory of looking out front window, and seeing a glowing, pink house floating in the sky.  When I read the book Comm",FALSE,night
1978-08-14T06:00:00Z,14/08/1978 06:00,12/05/2010,Bracebridge,ON,CA,sphere,5 minutes,300,"Large silver ball observes Muskoka cottagers, then retreats much faster than anything of this world possibly could",FALSE,night
1975-10-22T03:20:00Z,22/10/1975 03:20,31/10/2008,Indian Rocks Beach,FL,US,light,10 seconds,10,"Shooting star stops, reverced direction, loops back and then shoots off into night.",FALSE,night
1978-10-06T12:15:00Z,06/10/1978 12:15,16/08/2002,Nuriootpa,South Australia,AU,fireball,45 seconds,45,"Fireball inclour size  approximately 500 yards across, landed and vertically lifted out of sight",FALSE,night
1984-06-19T15:00:00Z,19/06/1984 15:00,02/09/2005,Wilkes-Barre,PA,US,other,10 - 15 minutes,900,"Box shape, Large green and silent.",FALSE,morning
1976-06-16T04:00:00Z,16/06/1976 04:00,21/03/2003,Drumright,OK,US,unknown,15 minutes,900,"Enormous Craft  over a mile in diameter, witnessed flying at night and low to the ground ......",FALSE,astronomical dusk
1980-10-21T01:57:00Z,21/10/1980 01:57,09/04/2023,Sidney,OH,US,formation,10 minutes,600,"Huge dark object , no lights",FALSE,night
1994-12-11T02:40:00Z,11/12/1994 02:40,14/12/2004,Temecula,CA,US,disk,3-4 mins,240,"Last night, while driving home from work I spotted an unusual looking flying object.

The UFO traveled slowly like a blimp.  It was t",FALSE,night
1977-03-20T16:00:00Z,20/03/1977 16:00,04/06/2004,Minneola,FL,US,cigar,10 mins,600,The strangest thing I have ever seen.,FALSE,morning
1987-04-14T16:00:00Z,14/04/1987 16:00,15/05/2006,Butler,PA,US,other,45 seconds,45,"I saw an unmanned craft, 3' long fly 12' over my head slower than a man walks, then accelerate away at a great speed.",FALSE,morning
1985-10-20T09:00:00Z,20/10/1985 09:00,23/12/2002,Throop,PA,US,oval,hours,18000,5 nights of peculiar light with mini lights going to and fro.,FALSE,night
1985-06-26T02:00:00Z,26/06/1985 02:00,15/07/2016,Plant City,FL,US,triangle,1 minute,60,1985 black triangle.,FALSE,astronomical dusk
1978-10-25T22:00:00Z,25/10/1978 22:00,28/01/1999,Virginia City,MT,US,other,10 minutes,600,While elk hunting South of town I sighted a huge object which was shiny like mylar or a mirror but seemed metalic. It was shaped like a,FALSE,NA
1975-07-15T05:30:00Z,15/07/1975 05:30,30/10/2006,Pound,VA,US,disk,30 minutes,1800,Hovered without sound- moved at a slow speed and accelerate at extrodinary speed.,FALSE,night
1993-06-15T04:00:00Z,15/06/1993 04:00,10/08/1999,Rockville,MD,US,teardrop,2-3 minutes,180,My friend and I were in the third grade and we were sleeping in my back yard when the craft flew over down and to the right of the circ,FALSE,night
1993-07-10T06:15:00Z,10/07/1993 06:15,05/08/2001,New Egypt,NJ,US,circle,45 sec. - 1 min.,60,UFO w/  green lights seen twice  in NJ at night in N.J. on 539,FALSE,night
1979-08-02T01:00:00Z,02/08/1979 01:00,23/12/2002,Little Falls,NY,US,fireball,1 second,1,"Fireball at high altitude, at night",FALSE,astronomical dusk
1980-07-05T03:00:00Z,05/07/1980 03:00,12/12/2009,Saint Paul,MN,US,oval,30 minutes,1800,"Fireworks and UFO, MN State Fair Grounds July 4th late 70's early 80's.",FALSE,astronomical dusk
